,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
296,ADEDB,CEDCA,BABDE,EDCBA,ABCDE,ACDEC,EDCBA,EDCBA,ABCDE,ABCDE,ACEDB,EDCBA,EDCBA,CDDDA,ABCDE,BABDE,ABCDE,CBBBE,EDCBA,EDCBA,DECAA,EDDBA,EDCBA,BABDE,ABCDE,CDDCA,EDCBA,ABCDE,ABCDE,DDDBA,DABDE,EDBBB
297,AACDE,EDCBA,DECAB,EECAA,EDCBA,ABBDE,ABDEE,DEDBA,EECAB,CEDBA,EAACD,ACDDE,ECBBB,EDBBA,EDBAB,ABCDE,EECBA,EDCBA,ABCDE,ABDEC,EDDCA,EBABE,ABCDE,EEDBA,BABDE,ACDDD,CABDE,CECAC,ABDED,AACED,ACDEC,EDCAA
298,ADEDA,EECAA,ECBCA,EDCBA,ABBDE,ABCDE,BABEE,ADEDA,EBABE,DEDBA,EDBBA,DEDAA,EDCBA,ECBBB,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,EDBAD,ABCDE,CCBBE,CBBCE,ABDED,BABDE,ABDEC,ADCBE,CEDCA
299,ABDED,DDDCA,ACEDB,BABDE,EDBAB,ABDED,EBBBB,CEDBA,CDDCA,ECBCA,EBABD,DEDBA,ABBDE,ABCDE,ABCDE,ABBDE,CABED,EDCBA,EDCBA,EDCBA,ABDDE,ABCDE,ABCDE,ACDDD,ADDDD,DDBAE,EDCBA,BABDE,DECAB,BEECA,DECAC,DEDBA
300,EDCBA,EDCBA,EBBCB,EECAA,EBBCB,BDEDA,CBBCE,EDBAC,CABDE,ACDDE,ABCDE,ABCDE,DECAB,EDDBA,EDCBA,EDCBA,ABCDE,BABDE,EDBBA,EBBDB,EDCBA,EDCBA,ABBCE,ACDCE,CEDBA,ADDDD,ABDEC,BDCBE,ABDEC,ACCDE,ABCEE,CACED
301,ACDDD,AACEE,EDCAA,ABCDE,EDCBA,EDCBA,DBACE,ABCDE,EDCBA,EDCBA,ABCDE,ACDDD,EDCBA,EDBAB,ACDEC,ABCDE,ABCDE,CEDBA,EDDCA,ECBBB,EDCBA,EDCAA,EDCBA,EBABD,ABCDE,ABCDE,EDCBA,BABDE,ABCDE,EDCBA,ABCDE,EBBCC
302,EDCBA,EDCBA,EDBAD,EDCBA,ADDDC,ABCDE,ABCDE,ACDDE,ACCCE,ABDEC,CBBBE,EDCBA,EDCBA,EDCBA,AACDE,ABCDE,ADEDB,EDCBA,EDBAC,ABCDE,ABCEE,EDCBA,DECAB,DECAA,EBBCB,EECBA,ECBBB,EDBAB,BBBDE,CABDE,ABCDE,ACDED
303,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,EDBBB,BBBCE,ABCDE,ABCDE,ABCDE,ABDDE,EDCBA,EDCBA,EDCBA,CBACE,ECBBB,ABCDE,ABCDE,ACCCE,EEDBA,EDCBA,EDCBA,EDCBA,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDDCA,EDCBA
304,ADEDC,BABDE,EDCBA,EDCAA,ABCDE,EDCBA,EDCBA,BABCE,ABCDE,ABDDD,EDCBA,EDCBA,EBABD,ABCDE,BABDE,ABCDE,AEDBB,EDCBA,EDCBA,ECAAD,ABCDE,ABCDE,EDCBA,EDCBA,EBABE,ABCDE,ABCDE,EDDBA,BABDE,AACEE,EBBBC,ADDCD
305,EDCAA,EDCBA,BBBCE,AABDE,ABBDE,EDDBA,BDCBE,ACDDD,ABDED,EECAB,EDCBA,EDCBA,DABCE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABDDE,DABCE,ABCDE,EECBA,EDBAC,CDDCA,EDCBA,ECBBC,ABBDE,ABCDE
306,EDCBA,ABDED,ABDED,BBDEA,EDBAA,ABCDE,EDCBA,EBACE,ABCDE,EDCBA,ACCDE,ABDEE,EDCBA,ABBDE,DEDBA,ABCDE,EDCBA,ACDEC,EBBCB,ABCDE,EDCBA,DCBAE,ABDED,EDCBA,AABDE,ADEDA,EDBAB,ABCDE,EBABE,EDCBA,AABDE,EBABD
307,EDCBA,ADEDB,EDCBA,ABCDE,EDCBA,DCAAE,ABCDE,DABDD,EDCBA,ACDDC,ABCDE,EDCBA,BEDBB,BEECA,BABDE,EDCBA,ABCDE,EDBBA,DBACE,ABDEE,EDCBA,EDBAC,ABCDE,EDCBA,DBABE,ABCDE,EDCBA,ABCDE,DEDBA,ECBBB,ABCDE,EAACD
308,AACEE,EDBAA,ABDEC,CCBBE,ABDED,BDBBE,ADDCD,DACDC,ABCDE,AACEE,ABCDE,AACDE,ABCDE,ABCDE,AACDE,EDDCA,CBABE,ACCCE,EDCAA,EDCBA,EECBA,DDDCA,EDBAB,EECAA,DCABE,ABCDE,DBCDB,ADCCE,ECABE,CECAB,ABCDE,ABCDE
309,ECCBA,EDCBA,CCBBE,BEDBC,CACEC,EDBAC,BCBBE,ADDCD,BBBDE,AACEE,ABBCE,BACEE,EBBCB,BCDEA,EDCAA,EBABE,ABBCE,EDCBA,EDCBA,EDCBA,EDCBA,EBBCB,ECBBB,CECAC,BADEC,ADDDC,EBABD,BDEDA,ECBAC,ADCBE,ABBDE,ADDCD
310,EDCBA,ECAAD,EDCBA,ABCEE,ABCDE,DEDBA,ECBAD,EDCBA,ABCDE,EDCAA,EBABD,EDCBA,CABDE,ABCDE,ABCDE,ABCEE,EDCBA,EDCBA,EDCBA,BABDE,ACEDC,ABDED,ABCDE,EDCBA,BABDE,EDBAB,ABDEE,EDCBA,EECBA,ABCDE,EAACE,ABCDE
311,EDCBA,CABCE,ADEDA,EDCBA,ABCDE,EEDBA,EDCBA,ABCDE,EDCBA,DAACE,ABCDE,EDCBA,CBBBE,ADEDA,EDBAB,ABCDE,ECBAD,ACDED,CBBCE,DEDBA,CABCE,ABDEC,EDCBA,ABCDE,CEDCA,EDBBA,ABCDE,EDCBA,CABCE,ABCDE,CABDE,EBACD
312,ABBDE,ADEDB,EDBAA,EDCBA,EBABD,AEDCC,BCDDA,ABCDE,ABCDE,CEDCA,EDCBA,ABCDE,EECBA,DDDCA,DBACE,ABCDE,CEDCA,EDCBA,ECAAD,EDCBA,EDCBA,DAACE,ABCDE,ABCDE,ABCDE,ABDED,BEDBA,ABCDE,ABCDE,BBDEB,ADCBE,EDBBA
313,ABCDE,EDCBA,ABDDE,EDCBA,ECAAD,ACDDD,EDCBA,EDCBA,ABCDE,EDCBA,EDBAB,ABCDE,DEDBA,ABCDE,ABDDD,ABCDE,EDCBA,BEECA,EDCBA,EDBAB,ABCDE,EDDBA,EDBAB,ABCDE,ABCDE,CDDCA,EDCBA,ABCDE,ABDED,EDCBA,ABCDE,EDBBA
314,BECBC,BEDBA,DABEC,DBABE,ABDDE,ECBBB,ACDDD,EDCBA,EDBAB,EDCAA,EBBCC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,ECBBA,ACDDC,BBBCE,ABCDE,ABCDE,ABDDD,ECCCA,EDBBB,EDDBA,DABCE,ABBCE,ABCDE,ACEDB
315,ABCDE,DDDCA,EDBAB,EDCBA,BABDE,BACED,EDCBA,ABCDE,ADEDA,EDCBA,DBABE,ABCDE,DEDBA,EDCBA,ECBBB,ABCDE,ABCDE,ADEDA,EDCBA,EDCBA,DEDBA,ABCDE,ABCDE,ABCDE,EDDBA,EDCBA,ABCDE,ABCDE,ABCDE,ECBAC,ACEDA,EDCBA
316,AACDE,DDDCA,BACEE,EDBAB,ACDED,AACDE,CEDCA,DEDBA,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,ABCDE,DEDBA,EDCBA,ABCDE,ABCDE,ABCDE,BDEDA,EDCBA,ABCDE,ACDDC,EDCBA,EBABD,ABCDE,ABDDD,EDCBA,ABCDE,BDECA,ACEDB,EDCBA
317,BABDE,CDDCA,DEDBA,CABDE,EECBA,ADECB,EDCBA,ABCDE,BABCE,ABCDE,ABCDE,BDEDA,DABDE,ABCDE,BDEDA,EDCBA,EDCBA,ABDEE,ABCDE,EECBA,BABCE,ABCDE,EDCBA,ABCDE,ABDED,ABCDE,EDCBA,BABDE,ABCDE,EAACE,EBBBC,DEDBA
318,ACDDD,EDBBA,EDCBA,EDCBA,EDCAA,EDCBA,ACDDC,CCDDA,ABCDE,ABCEE,ABBCE,DAACE,ECCBA,EECBA,EDBAC,ABDED,EDCBA,ABCDE,ABDDE,ABBCE,EDCBA,BEECA,EDCBA,EDCBA,CEDAA,BABDE,BBBCE,ABCDE,AACEE,AACDE,ABBDE,ABCEE
319,BBBDE,ABCEE,ABDED,AACDE,DEDCA,EDCAA,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDBAB,EDCBA,EDCBA,EDCBA,EDCBA,EBABD,ABCDE,ACDEC,ABCDE,EBABE,ECBAC,DECAB,BDEDA,ECABC,EDBAB,EECBA
320,EDCBA,EDBAB,ABDEC,ADDCB,ACDDD,ACDDD,ABDED,ADEDB,ADEDA,ADECB,ACDDD,ACDDD,ECABD,CABDE,ECBAC,DDDCA,ABCDE,ABCDE,EECBA,DCDDA,ACCCE,ABBCE,EABDB,DEBAB,BDEDA,CDDCA,BCDEA,ACDDD,EDBBA,DECAB,ABCDE,ABCDE
321,ABCDE,ADCCE,DABDE,EDCBA,EDBAB,ABDEE,EDCAA,ACDDD,EDCBA,ABCDE,EECAB,EDBAB,ABDED,EDCBA,EDBAB,ABCDE,EECBA,EDBAB,ABCDE,ABCDE,ABDDD,EDCBA,ABCDE,EDCBA,ABCDE,EDBAB,ABDED,EDCBA,ABCDE,CEECA,ACEEB,EDCBA
322,ACDDD,EDCBA,DEDBA,DDDCA,EDBAC,EDCBA,EDBAB,ECBBC,ABDED,ABCEE,ABDDE,ACCDE,ABDDE,EDCCA,CABDE,ABCDE,EDCBA,DCABE,ABCDE,EDDCA,CEDCA,EDDBA,EDCBA,EDBAC,ECBBC,EDDBA,EBCCA,ABBDE,ABCDE,ABCDE,ABCDE,CACED
323,ABDDD,EDCBA,CCDDA,EDBAB,EECAA,ADDCD,EDBAC,BACEE,ACCCE,DEDBA,ECCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,EDCBA,EDCBA,EABDC,EDCBA,EDDBA,ECBBB,CABDE,ABBDE,ABDEB,ABCDE,BDCBD,ABCDE,ABCDE,EDCBA,ECBBB
324,ABBDE,BABDE,ABDED,DABDD,ECBAC,ECBAD,ABDEE,DEDBA,ADEDA,EDBAB,EDCBA,EDDBA,ABCDE,ABCDE,ABCDE,ABCDE,ADEDB,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,AEDBC,ABCEE,DDDCA,ADEDA,EDBAB,BABDE,DEDBA,EECAA,EDBBA
325,ABCDE,CDBAE,EDBAD,EDCBA,ACEDB,CABCE,EECBA,AACDE,EDCBA,EDCBA,EDCBA,BABDE,EDCBA,BBBCE,ABCDE,EDCBA,ECABD,BBBCE,ABCDE,BDECA,EDCBA,ABCDE,ADEDA,EDCBA,ECBBB,ABCDE,EBABD,AACDE,BABDE,EBABD,BBBCE,DEDBA
326,ACBBE,BABDE,ADEDB,DEDBA,CEDCA,CCBBE,DABDD,DAACE,EDCBA,EDBAA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,DDDBA,EDCBA,EDCBA,EDCBA,DBABE,AACDE,ABDED,ABDEC,ABCDE,AACEE,DEDBA,EDBAC,ECBAC,DABDE,ECBAC,DDDBA,EDCAA
327,ABCEE,EEDBA,ABCDE,CDECA,EDCBA,CABDE,ACDDC,EDCBA,EDCBA,ABCDE,EDDBA,ECAAD,ACDDD,EDCBA,ABCEE,ABCDE,AACDE,EDDBA,EDCBA,EDCBA,ACEDC,EDCBA,DAACE,ABCDE,ABDED,EDCBA,ABCDE,ABCDE,EDDBA,BABDE,ABCEE,ECBBA
328,ABDDE,ABCDE,ABDED,BBBCE,DABDD,BABDE,ADECB,DEDBA,EDCBA,EDCBA,EBABD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCEE,EDBAC,CEDBA,DDDDA,EDCAA,EDBAB,EECBA,EDCBA
329,ADECB,EDCAA,EDCCA,EDCBA,EECAA,ADEDB,AACDE,ABCDE,ABCDE,ABCDE,ABCEE,ABDDE,ABCDE,DDDCA,DABCE,EDCBA,ABCDE,EDCAA,CBBBE,EDCBA,BACEE,EECBA,EDBAB,EDCBA,EDBBA,BEDBB,EBBCB,ABCDE,ABCDE,AACED,AACEE,BCDDA
330,EDCBA,ABBCE,BDCBE,BACED,EDCBA,EDCBA,ECBAC,ADDDC,BABDE,ACCDE,ABCDE,BECBC,DAACE,ABCDE,DEDBA,EDCBA,EBBCC,ABCDE,BABDE,ACBCE,ABDED,EDCBA,EECAA,EBBBB,CDDCA,CBDEA,BCBBE,ACEEA,AACEE,BDCAD,BACED,ABCDE
331,AACDE,ABCDE,EEDBA,EDCBA,EDCAA,EDCBA,ECBBB,CBBBE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,BABDE,EDBAB,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EBACD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDDBA,EDCBA
332,EDCBA,EDCBA,AACEE,ABDED,CBBBE,BCDEA,BBDEC,ABCDE,ADEDB,ADEDB,EDCBA,EDCBA,EDCBA,AABDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,DBABE,ABCDE,ABDDD,EDDBA,EDCBA,CEDBA,CABDE,EDBAA,BBBCE,AACED,DECAB,ABCDE,ABCDE
333,EDDBA,EDCBA,EBBDB,ABCDE,BBBCE,ACDDD,ACDDD,ABBDE,ADDCC,EDCBA,AADED,EDCBA,EDCBA,CABDE,ABCDE,ABCDE,ADECA,EDCBA,EDCBA,EDBAD,ABCDE,ABCDE,ABCDE,EDCAA,EDCBA,EEBAB,BDEDA,EDCBA,EBABC,DBABE,ABCDE,ABCDE
334,ABCDE,EECBA,ABDED,BBDEB,CDBAE,ACDDD,DCDDA,EDCBA,EDCBA,EDBBA,AACDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,EDBBA,BABDE,BDEDA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EBBCA,ECBBB,EDCBA,ECBBB,EDCBA
335,BBBCE,BDEDA,CEDBA,BABDE,EDCBA,DBACE,ABDDD,ECCCA,ACDDD,EDCBA,BBBCE,ABCDE,ABCEE,EDCBA,EDCBA,EDBAC,ABCDE,EDCBA,BABDE,ABCDE,ABDED,EDCBA,AABDE,ACDDD,EDCBA,ABCDE,EECBA,ABDED,AACDE,DBABE,CBDEA,CEDBA
336,EDCBA,CBACE,EDCBA,ABCDE,ABCDE,EDCBA,ADEDB,BABDE,ABDEE,EDBAA,EDCBA,ABDEB,EDBAA,ECBAC,ABCDE,ABCDE,EEDBA,EDCBA,EDCBA,ABDEE,ABCDE,EDBAB,ABDEC,ABDDE,EDCBA,ABCDE,EBABD,BDECA,EDCCA,DAACE,DECAB,ABCDE
337,DEDBA,EBBBC,ABCCE,EDCCA,CACEC,BABDE,CBCEB,BEECA,BACEE,EECAA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,BACEE,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,EDBAB,ACDDD,DEDBA,EDCBA,EDCBA,EECAA,ABCDE,BABDE,BBBDE,ABCEE
338,ACDDC,EDCBA,EDCBA,EECAA,EDBAC,ADECA,AACDE,ADDCC,AEECB,ABCDE,AACEE,ABCDE,BEDBB,ACEDA,DABDE,ABCEE,EDCBA,AABDE,ABCDE,ABCDE,DDDCA,DECBA,DEDBA,EDBBA,EDDCA,CECAC,EDBAB,EDBBA,BABDE,AACEE,ABCDE,DEDBA
339,BBBCE,ABCDE,ACDEC,ADEDB,BABDE,BACEE,DEDBA,EDBAC,EECAA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABDED,ABCDE,ECAAD,ABCDE,EBABD,ABCDE,AABDE,EDCAA,EDBBA,EDCBA
340,DBABE,BABDE,EDBAB,ABDED,ABDEC,DECAB,EDCBA,ABCDE,EDCBA,EDCBA,DEDBA,ECBAC,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,EECAA,ACEDB,ABDED,EDBAA,ACEEB,ABDDE,EDBBA,EDBAB,DEDBA,BBBCE
341,EDCBA,EDCBA,BCEDA,EDCBA,DACEB,ACCBE,ACCCE,ABDED,AACEE,ABCDE,ABCDE,ACDCE,EDCBA,DCDDA,EDCBA,EDBBA,ABDED,DEDBA,ECBBB,ABDED,CABDE,BBBCE,ADCBE,EDCBA,DBABE,BBBCE,ADCBE,CBDDA,ADDCD,CDDCA,ACEDB,ABCDE
342,EDCBA,BEECA,ABCDE,ABCDE,EDCBA,CEDBA,ABCDE,BEECA,DBABE,EDBAB,DEDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ACEDB,EDCBA,EDCBA,EDCBA,EDCBA,ABDEE,ABDED,AABDE,BABDE,EDCBA,ABCDE,DAACE,EEDBA,EECBA,BDEDA,BABDE
343,ACDDD,ABCDE,ABDED,AACEE,EDBAC,EDBAB,DEDBA,EDBAB,EDCBA,DEDBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EBABD,ABCDE,ABCCE,ABDED,ABDED,ABBCE,EDBAC,BABDE,DBABE,EDCBA,EDBBA
344,DEDAA,EDCBA,DEDBA,EDCBA,ABDDE,BACEC,ABCDE,CECAD,DCABE,ECBBA,EDBBA,EDCBA,AACDE,ABCDE,ABCDE,CDEDA,EDCBA,EDCBA,EDBAB,ABCDE,AACDE,ABCDE,CECAC,DABCE,EDCAA,CCDDA,EECAA,ABCDE,DDBAD,BDEDA,ABCDE,BBDEB
345,BBBDE,ACEDB,EDCBA,CDEDA,EDCBA,ABCDE,DEDBA,EDBAA,DECAB,EDCBA,DBABE,ABCDE,DEDBA,EDCBA,EDCBA,EBABD,ABCDE,ADEDB,EDCBA,ABCDE,ABCDE,ACDDE,EDCBA,EBBCB,BEDBA,CBACE,ABCDE,EDCBA,ABCDE,BEDBB,ABCDE,DECBA
346,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,EDBBA,DCBAE,ABCDE,ABCDE,ABCDE,AADED,EECAA,EDCBA,EDCBA,BABDE,EDBAA,ABCDE,ABCDE,AACEE,DEDBA,EDCBA,EDCBA,EDCBA,DCBAE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCCA,EDCBA
347,ACDDC,EDCBA,ABCDE,EDCBA,EDCBA,BEDCA,ECBAB,ECBBB,EABDC,BABDE,ABDED,BBBDE,ECBBA,EBABE,DEDBA,EDDBA,AACDE,AACDE,ABDEC,DDBAC,EDBBA,ECCCA,EDCCA,DDDCA,EDCAA,ABCDE,CEDCA,BCBBE,ABCDE,AEDBC,ABCDE,ABCDE
348,CABDE,DDBAD,EDCBA,ACDDD,EDCBA,ABCDE,DEDBA,AACEE,EDCBA,ABCDE,ABCDE,DECBA,EAACE,ABCDE,ABCDE,EDCBA,EDCBA,DBABE,ABCDE,DDDCA,DABDE,ABDED,AABDE,CDDDA,EDBAA,ABCDE,ADEDA,EBABD,ABCDE,ECBAC,EEBAB,EDBBA
349,BBBCE,BEECA,EECBA,ACEDB,EDCBA,CABCE,ACDEC,EDCBA,AABDE,BCEEA,EDBBA,ACDDD,EDCBA,ACDDD,CEDBA,EDBAB,ABCDE,ABCDE,ADEDB,EDCBA,ABDDE,EDCBA,EDCBA,EDBAB,DDDCA,ABCDE,EEDBA,ABCDE,DEDBA,ABCDE,ACDEC,EECBA
350,ABBCE,AABDE,ABDDE,AACDE,EDCBA,CECAC,ADDDC,EDBAB,EDCBA,EDCBA,EDCBA,CABDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA,EDCBA,EDCBA,EDBAC,ABCDE,ABCDE,ABCDE,BBBCE,ABCDE,DECAA,EDCBA,BABDE,ABCEE,EDCBA,EDCBA,EDCBA
351,EDCBA,EDCBA,EBBCB,DABDC,CABCE,EBCDA,EBBDB,BBBCE,ABCDE,ABCDE,ADDCC,ABDED,ACDDE,EDCBA,EDCBA,CABDE,ABCDE,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,DECAB,EECAB,AEDBB,ECBCB,EDCBA,DDDCA,EDBAB,BABDE,ABCDE,ABCDE
352,EDCBA,EDCBA,DCDDA,ECCCA,BACED,AEDCB,ABDEC,ABDEC,ABCDE,BABDE,ACDDD,BABEE,DAACE,CCDDA,EDCBA,EDBAB,ACDDD,ECBAC,EBABD,DEDAA,ECBBB,EDCAA,BABCE,EBBDB,EDCBA,ECCDA,ABDDE,ACDEB,DACEC,EBCDA,CABDE,ABDDE
353,ABCDE,BEECA,BEECA,DAACE,EDCBA,EDCBA,ABCDE,EDCBA,ABCDE,BABDE,ABCDE,ABDDE,EDBAC,ABCDE,EDDBA,EDCBA,CABCE,ABCDE,ABCEE,ECAAD,ABCDE,EECBA,ABCDE,EDCBA,ECBAC,ABCDE,ABCDE,EDCAA,ABCDE,DECAB,ADDBD,EDCBA
354,ECBBB,EDCBA,ACBBE,BEDAC,ECCCA,EDBAB,EDBAB,CEDBA,ABCDE,ABCDE,ABCDE,AACDE,EDCBA,BBBDE,ECABD,EDCBA,CABDE,AACDE,ACCCE,ACDDC,BCDEA,EDCBA,DDDCA,EDBAA,EBBBB,BECAC,DBDDA,AABDE,CACEC,EBBCB,ABCDE,BEECA
355,EDCBA,EDBAC,ABDEB,ABBDE,DAACE,EDCBA,BABDE,ACDDD,ABDED,AACEE,EDCCA,EDCBA,EDCBA,EBACD,ABCDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCAA,ABCDE,ABDED,BABDE,BACED,BDEDA,EBABD,CABED,ADDCC,ECBBB,EDBAC,ACDDE
356,EDCBA,EDCBA,EBABE,ABDED,ECBBC,ABDED,EBABE,EBBCC,CACEC,ECBCA,EDCBA,EDCBA,ABCDE,ABCDE,DDDCA,EDCBA,EDCBA,ABCDE,ABDED,BABDE,ACDDD,ABCEE,EDCBA,ABCDE,BEECA,BECAD,ABCDE,DDBAD,ABDEC,DBABE,ABCDE,ABDDE
357,EDCBA,EBABE,EDCBA,BABDE,ABCDE,EDCBA,ABDEC,CABCE,ECBBB,EBABD,EDCBA,CABDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ECBAC,ACCCE,ABDED,EDCBA,ABCDE,ECBBC,ABCDE,EDCBA,EDCBA,ABCDE,EBABD,ABCDE
358,ABCDE,AACDE,ACCCE,EBABD,EDCBA,ADCBD,CDDDA,EDCBA,EDCBA,EDCBA,EDBAC,ABCDE,ABCDE,ABCDE,ABCDE,ABBDE,DECAA,EDCAA,EDDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABDED,ABCEE,ABCDE,EBCDA,ADEDB,DBABE,ECBBB,EDBBA,EDCBA
359,EDCBA,ABCDE,EDCAA,EECBA,ECCCA,ABCDE,EDCBA,ABCDE,EDBAB,ABDED,ACDEC,EBABE,DEDBA,BABDE,EDCBA,BCEDA,EDCBA,ABCDE,EDCBA,BABDE,ABDED,EDCBA,BABDE,ABDED,EDCBA,ABCDE,ACDEC,EDCBA,ABCDE,CEDBA,ACDEB,ABCDE
360,EDDBA,EDCBA,DEDBA,EDBBA,ABDEC,BBBCE,ACCDE,AACED,ABCDE,ABCDE,ABCEE,ABDEC,DACEB,ECCCA,EDCBA,EDCBA,DEDBA,EDCBA,CABCE,AEDBB,DECAB,EDCBA,DBABE,CABDE,EDCCA,ADEDA,DAACE,ABCDE,DABDD,ABDEC,EABCD,ACDDC
361,EDBAA,BCEDA,ACCCE,BACEE,CBBBE,EDCAA,ADEDB,ADEDA,ADEDB,ADEDB,ABDED,BABDE,DAACE,ECAAD,DABDC,EDCBA,ACDDD,DEDBA,ABCEE,ACEEB,EDDBA,AADED,DCDDA,BDEDA,AACEE,ABCDE,EECAA,CEDBA,CDEDA,BCEDA,ACEEB,ADEDB
362,EDCBA,EDCBA,ABCDE,DEDBA,EDCBA,CABDE,ABCDE,EDCBA,ABDED,EDCBA,ABCDE,EDCBA,BABDE,ADEDB,ECAAC,BDECA,DCAAE,ADEDB,ABCDE,EDCBA,ABDEC,EDCBA,EDBAD,ABCDE,DEDBA,CEDBA,ABCDE,EDCBA,ABCDE,CEDCA,EBABE,ABCDE
363,ACDDD,EDCBA,CEDBA,DEDBA,ABDED,BCBBE,BBBCE,ABCEE,CEDBA,DECAB,EDBAB,EDCBA,EDCCA,BABDE,ABBDE,BBBCE,ABDED,EDBBA,EECBA,EDCBA,EECBA,BBBCE,ACDDC,BDCBE,ACCCE,DBDEA,DDDCA,ABCDE,BABDE,BABDE,ABCEE,EDDCA
364,CEDBA,EDCAA,ECAAD,EDBAB,AACEE,ADDCD,ABBDE,ABCDE,ABCEE,ACCCE,ABCEE,ABCDE,ECBBA,ACEEB,DEDBA,CCDDA,BABDE,EDCBA,AEDBB,ADDDD,BABEE,DEDBA,DDDCA,EDCBA,ECCCA,EDDBA,ECCCA,BDCBE,EBABD,DDBAE,ABCDE,AACED
365,DECAB,DECAB,AACEE,EDBAB,DDDCA,EBCDA,CACEC,ADEDB,BBBDE,ACCCE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,EDCBA,ECBBB,ABCDE,ACCCE,DECAC,ECBBA,EDBBB,DDDCA,EECAB,CDEDA,ADCCE,DABCE,ACCCE,ABCDE,ACEDC,EBBCB,EBCDB
366,ABCDE,DCABE,BEDCA,EDBAA,ABCDE,EDCBA,EDCBA,ABCDE,EDCBA,EDCBA,EDCBA,ABDDE,ABCDE,ABCDE,BBDEB,ABCDE,EEDBA,EABDC,EDCBA,EABCD,ABCEE,EDDBA,DAACE,ABCDE,CDDCA,EDBAB,ABCDE,DDDCA,CABCE,BCEDA,AACDE,EBBBC
367,CABDE,BEDBA,EBCDA,ADEDC,EDBAC,EDBBA,BCDEA,ABDED,ABDED,ABDDE,ABDED,BABDE,CECAC,DCDDA,EDBBA,EDCBA,DBABE,CABDE,ABDED,ECBBC,BEECA,EEDBA,ECABE,ACDDC,ADECB,EBBCC,EBCCA,ABCDE,CCDDA,ABCDE,DEDBA,ABCDE
368,ECBAD,AACEE,EDCBA,ABCDE,ABCDE,EDCBA,CEDBA,CABCE,ADEDA,EBCDB,DBCDB,EDCAA,ABCDE,ABCDE,ABCDE,BDEDA,EDCBA,EDCBA,EDCBA,BABDE,ACCDE,ADEDA,ABCDE,DAACE,EECBA,CABDE,EDBAC,ABCEE,EDCBA,EDBAB,CCBBE,CABDE
369,ECCCA,EECAA,CCBBE,EEBAB,ACDDD,DABDD,AACED,EBCDA,BDECA,EDCBA,EDBAA,ECABD,ABCDE,ABCDE,ABCDE,ABCDE,EECBA,EDCBA,EDCBA,EDCBA,ACBBE,ABCDE,ABCDE,BDCBE,BBBCE,EDDCA,DBABE,CECAD,BEDBB,BDEDA,ACCCE,DDDBA
